Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month
2013-05-10 3:17,1368123449,acn,72.034859,0.33,148.476563,17.34,52060000000,46040000000,18.67,17.15,1.63,1.84,9.53,1.63,10.64,10.85,14.12,15.51,61.32,28270000000,43.98,3.8,8990000000,4330000000,3070000000,4.29,71.1,5640000000,8.67,29000,0,1.63,8.39,3450000000,2450000000,1.27,77.14,72.4,2773900,650080000,647760000,0.3,82.1,6850000,2.4,1.1,6610000
2006-04-07 10:36,1144373797,adbe,36.950001,15.32,101.724762,13.41,21650000000,19550000000,34.88,24.23,1.85,10.08,3.48,9.1,21.536,25.87,35.54,12.38,16.6,2150000000,4.149,38.6,1850000000,907710000,556020000,1.03,-30.8,2100000000,3.509,0,0,4.543,10.387,767480000,393520000,1.12,37.19,35.16,4902670,599810000,596690000,0.52,84.1,13090000,3.7,2.2,14100000
2008-12-04 14:30,1228368657,adbe,20.440001,78.57,70.30162,33.52,11980000000,10330000000,14.93,11.21,0.7,3.35,2.74,2.89,7.871,23.72,28.95,11.44,18.63,3580000000,6.492,4.2,2800000000,1310000000,848100000,1.51,-6.6,2000000000,3.765,350000000,0.08,3.804,8.225,1340000000,689670000,1.85,24.68,36.56,9167020,531470000,525970000,0.51,87.4,12380000,1.6,2.3,11990000
2008-12-05 0:15,1228403755,adbe,21.66,68.51,72.4692,29.52,10860000000,10330000000,13.54,10.17,0.7,3.35,2.74,2.89,7.871,23.72,28.95,11.44,18.63,3580000000,6.492,4.2,2800000000,1310000000,848100000,1.51,-6.6,2000000000,3.765,350000000,0.08,3.804,8.225,1340000000,689670000,1.85,24.68,36.56,9167020,531470000,525970000,0.51,87.4,12380000,1.6,2.3,11990000
2008-12-17 11:42,1229481775,adbe,21.690001,70.63,74.991127,24.23,11850000000,10200000000,14.78,11.1,0.77,3.31,2.71,2.85,7.773,23.72,28.95,11.44,18.63,3580000000,6.492,4.2,2800000000,1310000000,848100000,1.51,-6.6,2000000000,3.768,350000000,0.08,3.804,8.225,1340000000,689670000,1.85,23.49,35.32,9463790,530960000,525460000,0.51,87.3,9660000,0.9,1.8,12380000
2011-04-24 4:02,1303585364,adbe,33.48,-2.57,116.461823,4.4,16890000000,15770000000,19.8,13.18,1.06,4.28,3.14,3.97,11.1,22.23,28.48,8.69,16.65,3970000000,7.72,19.7,3400000000,1420000000,882120000,1.69,84.5,2640000000,5.23,1520000000,28.03,3.4,10.74,1190000000,645650000,1.51,33.72,31.39,5939380,504460000,502240000,0.43,86.3,16150000,2.3,3.2,15260000
2011-08-05 4:11,1312485106,adbe,25.620001,24.98,105.053574,18.51,12910000000,12410000000,14.01,10.18,1.01,3.34,2.51,3.07,8.56,23.78,28.84,8.93,18.22,4050000000,7.98,8.5,3400000000,1450000000,962940000,1.87,54.4,2630000000,5.32,1520000000,28.17,3.23,10.92,1320000000,744690000,1.54,29.91,32.77,5477440,493870000,491620000,0.43,86.3,13350000,2,2.6,13890000
2011-10-18 13:47,1318913246,adbe,26.76,24.96,107.795563,21.82,12880000000,11680000000,14.37,10.29,0.91,3.16,2.32,2.87,8.23,22.79,28.13,8.71,17.43,4070000000,8.12,2.3,3400000000,1420000000,927980000,1.83,-15.2,2720000000,5.54,1520000000,27.25,3.36,11.29,1360000000,729190000,1.56,25.12,29.52,7131220,490900000,488630000,0.43,86.3,17400000,2.4,3.5,17780000
2012-03-24 12:13,1332558787,adbe,33.810001,27.09,124.127205,13.9,16710000000,15450000000,21.69,12.76,1.49,3.93,2.78,3.65,10.62,18.51,27.9,8.47,13.73,4230000000,8.55,1.7,3780000000,1460000000,783470000,1.56,-21.1,2770000000,5.6,1510000000,25.26,3.14,12.12,1530000000,1120000000,1.61,33.03,28.89,4182140,494020000,491760000,5.44,87.3,13180000,3.4,2.7,13930000
2012-07-02 4:31,1341171082,adbe,32.189999,42.99,121.964897,20.73,15920000000,14430000000,20.91,12.22,1.44,3.54,2.52,3.33,9.67,17.94,27.87,8.53,13.54,4340000000,8.78,9.9,3780000000,1490000000,777910000,1.55,-2.4,3000000000,6.1,1510000000,24.76,3.03,12.35,1580000000,1210000000,1.32,31.65,31.74,3993920,491760000,459190000,6.54,85.8,15120000,3.9,3.1,16140000
2011-08-05 4:12,1312485155,adi,26.291496,30.36,105.053574,18.51,9480000000,7510000000,10.94,10.44,1.15,3.34,2.8,2.5,6.19,29.52,36.38,15.06,27.25,3010000000,10.07,18.3,1800000000,1210000000,881920000,2.89,44.7,3430000000,11.45,906930000,25.32,7.3,11.96,912470000,497980000,1.04,36.75,38.77,3484360,299630000,293750000,1.93,85.1,6320000,1.8,2.1,6350000
2012-03-19 11:50,1332125451,adi,34.414669,14.95,125.193794,12.21,11820000000,9030000000,15.56,14.6,2.04,4.06,3.08,3.1,8.08,26.94,34.36,12.67,21.78,2910000000,9.74,-11,1990000000,1120000000,784670000,2.55,-37.2,3670000000,12.31,870160000,22.65,8.82,12.9,898600000,595770000,1.19,39.32,36.17,2735910,297830000,292800000,1.97,85.4,4480000,1.6,1.5,5010000
2013-04-22 2:24,1366565081,adi,37.577698,28.63,141.898209,22.74,12960000000,9730000000,20.28,15.87,5.94,4.84,3,3.64,10.54,24.04,30.44,9.26,15.75,2680000000,8.91,-4,1740000000,923850000,643080000,2.09,-5.9,3990000000,13.03,759670000,17.57,9.47,14.13,757690000,455950000,1.07,44.97,42.62,2383940,305980000,302820000,1,87.8,4670000,2.3,1.5,5320000
2013-05-11 12:07,1368241666,adi,41.215668,12.77,148.476563,17.34,14320000000,10960000000,22.4,17.52,6.51,5.3,3.28,4.1,11.87,24.04,30.44,9.26,15.75,2680000000,8.91,-4,1740000000,923850000,643080000,2.09,-5.9,3990000000,13.03,759670000,17.57,9.47,14.13,757690000,455950000,1.06,44.47,43.24,2449880,305980000,302820000,1,87.8,3880000,1.6,1.3,4670000
2006-04-06 18:53,1144317228,adm,28.482212,1.36,102.76918,12.25,24220000000,28110000000,23.86,18.25,2.13,0.68,2.75,0.78,12.821,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.55,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,33.11,27.37,4474410,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-04-07 6:53,1144360429,adm,27.811045,3.8,101.724762,13.41,24140000000,27930000000,23.77,18.19,2.13,0.68,2.75,0.78,12.741,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.55,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,33.28,27.44,4463860,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-04-12 0:58,1144771101,adm,28.844793,1.41,101.20649,14.32,23900000000,27460000000,23.54,18,2.08,0.66,2.68,0.77,12.526,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.55,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,33.76,27.78,4427910,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-04-22 19:30,1145701852,adm,29.207382,2.93,102.989037,15.42,24750000000,28540000000,24.38,18.47,2.16,0.68,2.76,0.8,13.021,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.55,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,34.91,28.43,4430650,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-04-23 14:17,1145769464,adm,29.207382,4.02,102.989037,14.98,24750000000,28540000000,24.38,18.47,2.17,0.68,2.76,0.8,13.021,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.55,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,34.91,28.43,4430650,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-04-24 19:49,1145875782,adm,29.477402,3.99,102.80056,15.24,25140000000,28540000000,24.76,18.76,2.17,0.69,2.8,0.8,13.021,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.55,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,30.18,25.7,3977990,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-04-28 6:30,1146173441,adm,28.034771,8.51,103.240326,15.84,23660000000,27450000000,23.3,17.65,2.1,0.67,2.73,0.77,12.523,2.84,3.87,4.87,11.71,35830000000,54.815,2.6,2430000000,2190000000,1020000000,1.553,17.3,823870000,1.26,4610000000,0.52,1.845,13.524,1530000000,839610000,1.33,35.4592,28.8153,4558730,653810000,633220000,11.77,67.5,4010000,1.1,0.6,4260000
2006-05-16 14:27,1147757220,adm,34.04443,-15.69,101.544136,19.4,28210000000,32030000000,25.75,18.19,2.31,0.77,3.09,0.88,13.234,3.01,4.31,5.61,12.37,36470000000,55.838,7.5,2430000000,2420000000,1100000000,1.674,29.2,918230000,1.403,4710000000,0.514,1.84,13.963,982110000,966530000,1.75,38.2814,30.4393,5711170,654440000,633820000,11.77,64.2,5650000,1.3,0.9,4010000
2007-02-20 8:05,1171926308,adm,27.878778,28.45,116.339935,-5.21,23420000000,28420000000,14.77,13.59,1.49,0.6,2.19,0.73,8.997,4.1,5.66,6.88,16.32,39090000000,59.632,18,2970000000,3160000000,1600000000,2.43,20,822780000,1.261,5820000000,0.541,1.691,16.309,335600000,-1410000000,0.93,32.74,36.09,8292880,652730000,632170000,2.85,58.8,4210000,0.7,0.7,4980000
2007-03-07 8:11,1173222715,adm,26.514101,37.83,111.177727,-4.36,21510000000,26510000000,13.56,12.48,1.4,0.55,2.02,0.68,8.394,4.1,5.66,6.88,16.32,39090000000,59.632,18,2970000000,3160000000,1600000000,2.43,20,822780000,1.261,5820000000,0.541,1.691,16.309,335600000,-1410000000,0.75,33.54,35.56,8189220,652730000,632170000,2.87,64.3,3770000,0.5,0.6,4210000
2007-04-09 12:40,1176090037,adm,29.430637,16.01,115.52166,-3.43,24160000000,27530000000,15.23,14.08,1.41,0.62,2.27,0.7,8.615,4.1,5.76,8.3,16.32,39090000000,59.538,18,2970000000,3200000000,1600000000,2.43,20,822780000,1.252,5820000000,0.541,4.594,16.309,335600000,-1390000000,0.93,35.11,34.83,8424070,652730000,636540000,13.16,68.3,4210000,0.7,0.7,4980000
2007-06-18 3:24,1182104672,adm,27.186434,-3.49,122.807007,-9.99,22580000000,28060000000,14.08,12.95,1.49,0.54,2.11,0.68,8.841,3.91,5.29,6.77,16.29,41350000000,63.2,24.8,2970000000,3170000000,1620000000,2.46,4.3,896530000,1.373,6370000000,0.597,1.836,16.35,442070000,-1420000000,0.58,35.46,34.63,6783960,653180000,628550000,2.87,63.8,12270000,2,2,11360000
2007-06-19 5:10,1182197454,adm,26.701385,-2.63,123.112175,-11.09,22700000000,28170000000,14.15,13.01,1.49,0.55,2.11,0.68,8.879,3.91,5.29,6.77,16.29,41350000000,63.2,24.8,2970000000,3170000000,1620000000,2.46,4.3,896530000,1.373,6370000000,0.597,1.836,16.35,442070000,-1420000000,0.58,35.26,34.66,6829190,653180000,628550000,2.87,63.8,12270000,2,2,11360000
2007-10-12 5:57,1192136254,adm,27.850567,-55.83,126.165779,-42.19,22460000000,27080000000,10.59,11.87,1.55,0.5,1.94,0.62,9.799,4.91,4.69,5.56,20.53,44020000000,67.616,27.9,3240000000,2760000000,2160000000,3.3,132.8,663000000,1.03,5290000000,0.47,1.922,17.500999,303000000,-1420000000,0.35,33.02,34.89,5518970,643590000,623310000,8.79,60.2,11830000,2.5,1.9,12110000
2009-01-09 16:47,1231487275,adm,22.376167,12.54,74.021286,31.58,17920000000,23330000000,7.48,9.63,0.62,0.23,1.32,0.3,5.698,3.09,4.33,6.59,19.02,78150000000,121.348,65,3840000000,4090000000,2410000000,3.735,138.1,2990000000,4.653,8510000000,0.628,1.907,21.097,2690000000,821380000,0.22,27.0382,25.3919,9018190,641470000,624270000,2.26,73.1,13550000,1.8,2.2,83650
2011-07-29 19:09,1311934162,adm,25.561707,-7.28,113.146065,9.51,19540000000,32290000000,9.43,9.09,0.96,0.27,1.18,0.44,9.17,2.86,3.56,4.3,13.25,73510000000,114.86,32.6,3840000000,3520000000,2100000000,3.25,37.3,1620000000,2.54,14260000000,85.48,1.74,26.1,-4840000000,-7310000000,0.28,30.44,33.57,6939000,637880000,623590000,2.14,71.4,10470000,1.7,1.7,10740000
2011-08-05 4:13,1312485207,adm,24.097664,-8.79,105.053574,18.51,17890000000,31540000000,8.64,7.84,0.85,0.26,1.14,0.43,8.96,2.86,3.56,4.3,13.25,73510000000,114.86,32.6,3840000000,3520000000,2100000000,3.25,37.3,1620000000,2.54,14260000000,85.48,1.74,26.1,-4840000000,-7310000000,0.26,30.37,33.45,7167890,637880000,623590000,2.14,71.4,10470000,1.7,1.7,10740000
2011-09-28 4:29,1317151740,adm,21.247707,12.38,101.252892,28.31,17420000000,26220000000,8.23,7.49,0.82,0.21,0.92,0.33,7.35,2.52,3.34,4.55,12.06,80680000000,125.66,45.6,4300000000,3570000000,2040000000,3.13,-14.6,1350000000,2,10320000000,54.78,2.08,27.82,-2340000000,-5140000000,0.29,27.46,31.3,6854850,675800000,661170000,2.14,71.4,13680000,1.6,2.2,12800000
2011-12-31 4:39,1325273991,adm,24.343943,-3.02,111.063309,14.05,19100000000,26870000000,8.76,8.51,1.15,0.22,1.04,0.31,7.22,2.51,3.37,4.66,12.65,85780000000,131.92,30.4,4300000000,3720000000,2150000000,3.26,33.3,1830000000,2.73,9500000000,51.59,1.88,27.52,618000000,-2210000000,0.63,28.81,28.58,4540190,667980000,653520000,2.14,71.4,9980000,2.2,1.5,11030000
2012-07-28 11:39,1343443181,adm,23.700563,36.58,123.903679,24.67,18140000000,27220000000,13.83,9.7,1.11,0.2,0.98,0.31,8.67,1.48,2.58,3.36,7.54,89230000000,134.59,5.4,4300000000,3140000000,1320000000,1.99,-31,1250000000,1.89,10330000000,55.68,1.84,27.81,4670000000,2230000000,0.77,28.79,30.59,5139100,658520000,644050000,2.11,8.1,7370000,1.3,1.1,6300000
2013-06-07 17:17,1370593054,adm,29.050465,40.21,149.739548,20.95,21760000000,28470000000,17.53,10.95,1.61,0.24,1.14,0.31,11.15,1.37,1.84,2.46,6.7,91130000000,138.08,2.7,3670000000,2550000000,1240000000,1.89,-32.6,1630000000,2.48,8860000000,46.71,1.73,28.76,3470000000,1940000000,0.76,33.57,30.9,4136180,659030000,644200000,2.18,74.6,8820000,2,1.4,8570000
2006-06-27 9:26,1151367997,adp,26.006781,22.69,97.733696,23.61,25640000000,24130000000,23.41,20.22,1.84,2.82,4.24,2.66,11.004,12.2,19.4,3.59,19.07,9090000000,15.72,10.1,4530000000,2190000000,1130000000,1.9,9.5,1580000000,2.742,74300000,0.012,1.745,10.482,1890000000,641460000,0.41,44.83,45.59,2320270,576380000,568190000,1.48,73.8,3390000,1.4,0.6,2450000
2007-02-20 18:32,1171963959,adp,29.930267,-10.27,116.339935,-5.21,27900000000,26610000000,17.67,19.73,1.77,2.96,4.73,2.81,12.005,17.23,18.34,3.88,19.52,9460000000,16.829,14.1,4590000000,2220000000,1150000000,2.87,14.6,1500000000,2.733,73800000,0.012,1.682,10.778,1410000000,901330000,0.07,48.68,47.92,2205830,550290000,542470000,1.21,72.9,2820000,1.6,0.5,2610000
2007-04-28 9:46,1177721210,adp,29.665937,-0.08,119.592636,-4.82,24860000000,23000000000,15.74,20.91,1.76,2.59,4.13,2.43,10.377,17.23,18.34,3.88,19.52,9460000000,16.829,14.1,4590000000,2220000000,1150000000,2.87,14.6,1500000000,2.733,73800000,0.012,1.682,10.778,1410000000,901330000,-0.04,46.86,48.19,2755080,550290000,542470000,1.21,71.9,4590000,1.5,0.8,3310000
2007-05-28 15:46,1180334818,adp,32.332378,-11.75,121.320168,-6.81,27240000000,24600000000,16.78,22.9,1.65,2.8,4.52,2.56,10.781,17.14,18.67,3.74,19.89,9610000000,17.299,13.6,4590000000,2280000000,1200000000,2.93,4.9,2680000000,4.847,43600000,0.007,2.298,10.79,1450000000,2030000000,0.09,46.73,48.22,2752320,553240000,545710000,1.21,73.1,3550000,1.1,0.7,4590000
2007-06-30 5:05,1183147533,adp,31.986362,-11.86,120.830994,-13.51,26820000000,24180000000,16.53,22.54,1.73,2.79,4.49,2.52,10.596,17.14,18.67,3.74,19.89,9610000000,17.299,13.6,4590000000,2280000000,1200000000,2.93,4.9,2680000000,4.847,43600000,0.007,2.298,10.79,1450000000,2030000000,0.25,48.66,48.23,2636460,553240000,545710000,1.2,69.7,6260000,3,1.1,6160000
2007-10-22 9:12,1193011960,adp,31.39624,-26.01,121.493011,-34.97,25240000000,23460000000,23.26,19.08,1.47,3.24,4.95,3.01,13.069,14.6,19.31,3.48,18.3,7800000000,14.19,13.6,3710000000,1800000000,1020000000,2.04,-72.3,1820000000,3.421,43700000,0.008,1.879,9.608,1300000000,1770000000,0.4,46.46,47.18,2742040,531060000,523840000,1.25,74.3,3950000,1.5,0.8,4770000
2008-01-23 19:35,1201084535,adp,26.356884,-4.23,108.604774,-36.69,20290000000,19370000000,18.05,15.49,1.26,2.56,4.11,2.41,10.331,14.66,19.64,3.8,19.22,8040000000,14.789,13.5,3710000000,1870000000,1040000000,2.136,15.5,1580000000,2.993,389400000,0.078,1.572,9.5,1410000000,1150000000,0.64,43.4356,46.1316,2491800,526190000,519390000,1.17,73.4,3630000,2.1,0.7,3770000
2008-12-07 7:53,1228603981,adp,25.615004,20.92,72.4692,29.32,19130000000,17620000000,16.13,14.35,1.18,2.07,3.82,1.97,8.395,13.55,19.83,4.46,24.33,8970000000,17.374,9.5,4100000000,2100000000,1200000000,2.33,-6.9,2920000000,5.735,1400000000,0.288,1.07,9.551,1910000000,1390000000,0.62,35.27,40.73,4236750,509000000,500650000,1.23,77.3,7470000,2.2,1.5,5570000
2012-01-04 0:07,1325603271,adp,41.163418,10.96,113.010254,16.65,26610000000,25160000000,21.19,17.97,1.95,2.59,4.38,2.47,11.58,12.57,18.19,3.93,21.71,10170000000,20.65,13.1,4150000000,2170000000,1280000000,2.57,8.7,1270000000,2.6,36500000,0.61,1.1,12.33,1800000000,1380000000,0.74,51.56,50.68,2732420,488700000,487500000,0.17,74.7,5070000,2.1,1,6240000
2012-04-20 21:07,1334923653,adp,41.940041,22.03,122.616142,15.21,26990000000,25480000000,20.31,18.22,1.99,2.59,4.32,2.46,11.58,12.98,18.17,3.61,22.47,10350000000,21.07,7.4,4150000000,2200000000,1340000000,2.71,20.9,1360000000,2.76,36000000,0.58,1.08,12.64,1810000000,1250000000,0.77,55,53.27,2306830,490580000,489420000,0.17,75.8,4800000,2.3,1,3930000
2012-07-26 0:02,1343228548,adp,43.414433,31.83,121.661133,26.97,27100000000,25350000000,19.95,18.53,2.1,2.56,4.19,2.41,10.77,13.02,19.32,3.14,21.69,10540000000,21.53,6.8,4150000000,2350000000,1370000000,2.78,6.7,1690000000,3.46,17300000,0.27,1.07,13.2,1900000000,1420000000,0.84,54.93,54.65,2143940,489080000,487940000,0.16,75.9,5550000,2.5,1.1,5650000
2013-02-06 18:15,1360142111,adp,47.349388,25.24,136.7379,19.78,29340000000,29030000000,21.34,18.95,2.22,2.75,4.71,2.69,12.28,12.87,18.89,4.39,22.59,10810000000,22.23,5.9,4430000000,2360000000,1390000000,2.83,0.9,1150000000,2.38,459000000,7.29,1.07,13,1530000000,1190000000,0.83,58.93,57.87,1895000,485470000,484190000,0.19,76,4480000,2.3,0.9,3760000
2013-04-23 4:13,1366658016,adp,52.066341,17.83,143.361069,21.2,31770000000,30250000000,22.85,20.6,2.45,3.01,4.94,2.88,15.85,13.39,15.1,3.01,21.78,10510000000,21.66,7.9,4430000000,1910000000,1370000000,2.87,4.2,1420000000,2.93,29300000,0.46,1.08,13.19,1550000000,995200000,0.83,64.41,59.96,1896780,485020000,483770000,0.19,77.4,6700000,3.4,1.4,7220000
2013-04-26 14:37,1366954642,adp,52.24678,16.45,143.779022,20.1,32260000000,30250000000,23.2,20.92,2.48,3.08,5.06,2.88,15.85,13.39,15.1,3.01,21.78,10510000000,21.66,7.9,4430000000,1910000000,1370000000,2.87,4.2,1420000000,2.93,29300000,0.46,1.08,13.19,1550000000,995200000,0.83,64.72,60.06,1882510,485020000,483770000,0.19,77.4,6700000,3.4,1.4,7220000
2013-02-06 12:50,1360122617,adsk,38.709999,31.65,136.7379,19.78,8780000000,7560000000,36.85,18.42,1.18,3.82,4.35,3.29,15.97,10.66,15.22,6.8,12.74,2300000000,10.13,-0.1,1990000000,473200000,244900000,1.06,-59.6,1330000000,5.92,110000000,5.45,1.75,8.98,578700000,453020000,2.13,36.92,33.78,2590350,224700000,224280000,0.16,95.3,3620000,1.6,1.6,3860000
2013-05-14 2:47,1368467246,adsk,39.419998,21.94,150.130219,16.73,8710000000,7690000000,36.36,15.88,1.26,3.85,4.35,3.33,16.1,10.7,15.13,5.8,12.6,2310000000,10.21,2.4,2070000000,477600000,247400000,1.07,3.5,1950000000,8.73,745600000,36.49,2.45,9.14,559100000,422420000,2.15,38.65,36.75,2909070,223800000,223290000,0.12,91.8,3810000,1.5,1.7,3160000
2007-02-20 6:12,1171919532,aee,31.550425,-13.98,116.339935,-5.21,11060000000,17270000000,20.11,13.9,4.8,1.61,1.68,2.51,9.052,7.95,17.05,3.89,8.45,6880000000,33.463,-2.8,2280000000,1910000000,547000000,2.66,205,137000000,0.663,6350000000,0.965,0.998,31.854,1270000000,-100630000,0.32,53.48,53.17,777289,206600000,206330000,0.17,60.7,8680000,12.7,4.2,8430000
2007-12-15 1:09,1197648550,aee,33.194237,-35.02,118.773262,-38.25,11180000000,18020000000,19.48,14.94,2.78,1.57,1.67,2.51,9.172,7.94,17.29,3.96,8.58,7190000000,34.76,4.5,3780000000,1970000000,571000000,2.76,-16.7,170000000,0.817,6890000000,1.02,0.935,32.480999,1130000000,-501630000,0.61,53.4,51.62,1021600,208010000,207710000,0.14,64.8,4870000,5.4,2.3,5430000
2008-01-23 19:17,1201083427,aee,29.243271,-26.92,108.604774,-36.69,9640000000,16240000000,16.79,14.09,2.2,1.32,1.41,2.26,8.266,7.94,17.29,3.96,8.58,7190000000,34.76,4.5,3780000000,1970000000,571000000,2.76,-16.7,170000000,0.817,6890000000,1.02,0.935,32.480999,1130000000,-501630000,0.57,52.8315,52.0724,1153630,208010000,207700000,10.15,54.3,4950000,5.3,2.4,4890000
2012-04-23 16:14,1335165290,aee,24.946566,20.07,121.585114,17.91,7630000000,14630000000,14.63,16.72,-3.47,1.05,0.97,1.99,6.56,7.07,19.37,3.77,6.6,7340000000,30.38,-7.5,2610000000,2230000000,519000000,2.15,-51.9,255000000,1.05,7000000000,86.81,1.29,32.64,1880000000,656250000,0.24,31.87,31.83,1533150,242630000,242210000,0.12,1.5,4700000,3.1,1.9,4410000
2008-12-08 10:59,1228701582,aeo,6.899769,60.65,74.99939,23.57,2000000000,1730000000,7.1,9.83,0.66,0.65,1.44,0.56,2.972,9.32,15.11,14.71,20.49,3080000000,14.911,1.3,1420000000,581470000,286810000,1.37,-57.2,343940000,1.676,75000000,0.054,2.148,6.751,390680000,16390000,1.36,9.6,13.56,6366080,205120000,163670000,17.68,77.2,9760000,2.2,5.3,10650000
2009-01-12 14:36,1231738570,aeo,6.693581,76.72,72.243233,33.74,2090000000,1820000000,7.39,12.51,0.76,0.68,1.5,0.59,3.129,9.32,15.11,14.71,20.49,3080000000,14.911,1.3,1420000000,581470000,286810000,1.37,-57.2,343940000,1.668,75000000,0.054,2.148,6.747,390680000,16390000,1.35,9.53,12.34,5382080,206160000,164400000,17.52,77.1,12360000,2.4,6.8,10460000
2007-03-07 2:53,1173203616,aep,28.416023,-5.63,111.177727,-4.36,17930000000,29920000000,26.68,14.44,3.1,1.4,1.83,2.39,8.875,5.36,15.32,3.32,9.8,12540000000,31.84,8,3930000000,3370000000,907000000,1.7,-31.5,446000000,1.127,12790000000,1.342,0.567,24.146,2390000000,-1100000000,0.47,44.41,41.02,1828390,395570000,395180000,0.1,69.6,4870000,2.6,1.2,5500000
2008-01-23 20:30,1201087847,aep,28.548944,-24.98,108.604774,-36.69,17530000000,32020000000,16.84,13.87,2.39,1.3,1.72,2.45,8.214,7.94,17.66,3.81,11.44,13090000000,32.909,5.4,7950000000,3900000000,1110000000,2.602,53.6,405000000,1.012,15360000000,1.55,0.634,24.783001,2170000000,-1530000000,0.38,47.4047,46.5129,2212040,400010000,399150000,0.1,69.7,2940000,1.6,0.7,4110000
2011-04-08 4:53,1302206023,aep,26.663473,13.01,115.660919,7.43,17050000000,35310000000,14.02,10.91,2.81,1.19,1.26,2.45,7.46,8.39,20.49,3.74,9.04,14430000000,30.1,4.6,8260000000,4740000000,1210000000,2.53,-26.1,485000000,1.01,18690000000,136.63,0.77,28.33,2660000000,403250000,0.55,35.22,35.94,3228020,480810000,480370000,0.08,68.3,4840000,1.8,1,4120000
2012-07-27 0:36,1343317001,aep,34.06168,14.28,123.903679,24.67,20320000000,38040000000,10.25,13.4,4.01,1.33,1.34,2.53,8.17,13.17,18.94,3.44,11.2,15010000000,31.09,-2.8,8270000000,4660000000,1600000000,4.09,10.2,366000000,0.76,18380000000,123.75,0.66,30.69,3830000000,429180000,0.36,40.53,39.28,3379530,484320000,483940000,0.08,61.9,7360000,2.5,1.5,5780000
